reviewId,sentiments
043eb3d5-be2d-42c8-9e7a-486f801add4e,positive
085bfa65-31da-49bc-89f9-53496fa0bd50,positive
0bc4019c-de05-42f8-9de7-7b1576eef06e,positive
0c298639-5d07-43fd-b8cc-cf2bc131911a,positive
13237e17-c0db-4607-8d5f-a63bb8996a9b,positive
137f3f30-d729-479d-8291-1774b8759077,positive
15478a7e-2892-4fbc-a934-b498f86fc7dc,positive
15d12869-7406-4782-a091-f461d840f2f3,positive
186955db-383e-476a-9a59-0008a488e93f,negative
1a288494-adc1-4fb1-8a26-21565c29d68d,negative
1df92e3a-3f0f-4c51-bdaf-ba6ebd75e673,negative
715e35c5-199a-4bc3-bfcc-d06119fce56f,positive
28d7f6bd-6dda-4f3b-b671-21978db44276,negative
2b7ef3d7-b98f-4a46-bd4a-440a22a0bd07,positive
2cb63768-7862-4332-917d-56b9b8cebd62,positive
2d2dce7f-2d4a-4b6a-b4ec-58d61596a1f1,negative
3049513a-948e-4887-8377-360e3801127e,positive
34a7f570-0e5b-48c0-aecf-fcf7dea99dab,positive
38798050-b233-417c-b571-e5ad9dff2691,positive
3b619e0b-2d93-4c37-b6b7-e1a8f0d0b125,negative
414db5ed-12d4-4798-aa36-741440915b22,neutral
41888c31-572d-4251-9ff4-8c159527459d,positive
452c9267-9276-4de1-b2df-7077ee50030c,positive
47ea20bd-3d62-4fff-8b82-26631b375101,positive
4eceeb2b-66f9-4817-9129-f75df987ed2f,neutral
50214977-906f-4301-b48e-29a616015c92,positive
20a1e2a1-e93b-41c1-a749-dee8bf218b70,negative
21f6ed72-3f0b-47d5-ae45-5c9b4eb2e684,positive
227a12d8-7c01-4948-af13-6230245b9334,negative
7c91c750-463d-4d25-af8e-bf0f46dde351,positive
ed716d7d-1159-4f06-bb24-ece8e985975d,positive
38e99834-1d72-4a24-8452-4e1067d3cabf,positive
56108521-b9f4-4910-863d-9eb7c0e24f00,positive
3d4c3432-2f3c-49d2-a322-27562e18fba0,negative
b9e312be-8321-4915-8050-1a53582c63fb,negative
807ac360-ba12-4a15-a9b4-099a662fdafd,positive
c36fac58-fbd7-4f67-a1e4-a98da896b309,negative
f7744d80-d549-43e2-8f35-79c422623942,negative
e4d150d6-6362-4d45-94ec-105be8c7fc28,negative
e771fb88-3fc5-4b49-bef7-b7705d21cf58,positive
27a70666-1101-420b-ad87-65418778f688,neutral
ea454e97-e4bb-41e7-8a76-5ed8b00e4e3a,positive
90c85edf-2339-4ba5-95c5-829ddc107e10,negative
27f12a75-4766-431c-9fd9-d039b6da427b,positive
745eb3a6-7c49-4804-9ca7-276c0e011f0a,positive
77be05d0-36e8-476a-9339-51199331def1,positive
a3f392df-8be4-427d-a377-fe4f096e4890,positive
3ff250d4-f171-4c09-a061-c138fd1bcfd9,neutral
b09a523f-5cc4-457f-9856-ebbbf430839c,negative
e9a15398-cf57-4990-8687-8187977a1daf,positive
da0b803b-a43c-4b9c-9c6e-2105e31b9d51,negative
e8204082-f962-4898-a58f-ef10e66c2227,positive
d1ebc4f3-815f-46b1-8e9a-da27b1988161,positive
3941fc1c-e14b-4c72-b679-e369f6a7dab8,positive
cb14fc9c-54a2-420c-870e-948500c66b2a,negative
7c841267-1bc5-49b4-b133-bcea86d4d65b,positive
dd3521cb-6f4b-4aa1-a800-4f8190d94433,negative
5c19193c-a08b-421f-89ee-ba705e08bd16,positive
4a5f16d8-dc54-42b1-b9da-91aea7455c15,positive
40bb8375-2231-43dd-bbee-ebdf84f73305,negative
f42f60a7-6c65-400e-a6c1-41d65ca59cf7,negative
8ada894d-23cc-4302-be60-7cc872d2c7be,positive
889cfa40-7bb7-4cbe-ad5f-affd3f234f4f,positive
9ec895ca-9ddb-4811-a86c-13af031b1f69,negative
53d2a8df-3dc1-4fb9-a712-d64837a222b0,positive
b9bd68e2-3d22-4207-97f0-9262ae636e24,positive
4e22ba93-4df0-4f5b-af5e-32d0397990b5,positive
5b23786a-3046-45cc-b912-3570e765ab54,positive
5db2284a-b217-414d-b37d-19daf5c72248,positive
dafa4705-3dfb-4df6-af22-b46f2cd45e7d,positive
d2bf7f52-1478-4a50-b471-e7e5d2ffd252,positive
d989d08b-5d63-4154-a7ea-ffdfb5f7c648,positive
94ca1b13-d4e3-405c-bb95-6c0a75e139a1,positive
d72ff8e8-9b6f-4cfa-8be9-0b29021735a6,positive
afde7411-851c-4648-b206-1ffc624628c7,positive
4e723441-7236-4c18-ba55-9924e8f35eb8,negative
2f18aa33-9095-4cb7-b757-53e3f5f7faa8,neutral
81b47cff-1743-4759-9e95-05c882acc134,positive
4d229505-05f6-4059-8be7-3e0908acc038,positive
f8b60413-e24e-4ee9-8f89-b45ae7214e1c,positive
d324a4d0-63ec-4ee0-b9aa-4686639fd19c,neutral
305cbc72-4bb3-4631-9d8e-443424cab908,positive
e98bbed6-4141-4384-8a23-577648177b3a,negative
851e5cd5-ea89-43d1-878b-73da1e0b4e34,positive
ccf557dd-0104-4493-9bcb-912dae19e0a4,positive
46ed85de-28a5-47be-8229-e9aab1479554,positive
309d5109-0242-4e1c-872e-a14a86fcabf2,negative
f5ea26ab-3a8e-4fe1-a765-341ea8c8e91a,positive
3b6afab6-4527-4980-984a-af172fe74e71,negative
e21b9805-c2a5-4222-81ec-4cf69b677d0a,negative
af97ff4e-93c6-45ab-833e-779446c3dc5c,positive
710fb91d-8b7c-4f5d-a587-67f783867072,negative
e4c656e1-76f4-4e53-a26d-dffe5b361c6f,negative
c5bd6471-4349-4350-ac0b-0979a5ae5317,neutral
65132d8c-f0ce-45e4-8b92-aeb48331f646,positive
086df20b-b739-468f-a156-8f98b9e287b4,positive
095a4231-0d38-4487-b1e0-e583588e2e4e,positive
09f4b67d-af08-48fc-b888-9d2c8e2408d9,negative
0f155f40-fcf6-4eb1-81cb-3031cbcbfd96,positive
0ff22091-29fb-47db-9d5b-1c1928c51097,positive
111c5dc4-b9cf-4da4-a341-a516d990d198,negative
02796e8f-202f-4213-b866-118faa46d5ee,positive
04d9e0ea-82d1-409d-ad38-68998cbb8094,negative
073978be-941f-4c9c-a01b-b16ef4581e1c,negative
09d4b538-dfbf-4725-914e-5e30bdbe0db8,positive
0c5cd901-3605-446e-8245-59f2de3d0d30,positive
0e4ee5ae-9204-4c71-968c-14426414f8fb,positive
0e92e1cf-eb8c-43c7-8ac4-a6b5aebe4821,positive
0ea5297a-be27-435a-aacb-ffa2da2d762c,neutral
10a7bc4f-6c6c-40be-ad5e-d7915b8f6284,positive
11ac3a6a-62de-490e-ba63-df93100f773d,neutral
1479da88-9823-4a9c-8d0a-6382785ec75b,positive
16f195c8-0a8f-49b3-b5e8-7ee7f2f60b40,negative
195b6873-4bc6-4796-85ea-c0efd47dd057,positive
1a3dee5e-1d7f-4f51-a0d7-8a545b6d7db0,positive
1b5afce1-7c84-4432-a2d3-a10d990f1b50,positive
1bc31b77-4498-438b-b7e2-86743e0df98d,negative
228a6a94-a0d6-420c-afe4-56ab43501843,negative
23ed6a2b-73d3-48fd-8262-855d4efe5d1e,positive
28c43ec4-8067-41db-ad0a-a1966e0787a3,positive
2fa7ca43-6e52-4b94-8d63-85fe0b520d5f,positive
3060e7b9-bc5e-40ef-bda3-a1ccf6a50750,positive
37503ce2-efdc-4b8f-8067-c53fc2c41f59,negative
3ecf47ca-18ab-416e-bd17-4ae9eff8b659,positive
3f6a3224-da33-4e31-8c95-88d286528ef2,positive
3fb3f17d-012f-4a21-a5d8-2180c9186f56,positive
3fcf51b5-920c-4528-873c-6233dc62b1ea,positive
43f1c13c-1d85-42a9-b96f-1c19cbdd6076,negative
49ba855e-b680-40a1-b9f1-598ac57f6cfc,positive
4d85148a-e9fc-47d0-a949-b3a4cd3c0b04,positive
4e0dfd00-e88d-4886-b9fc-f833628d45bc,positive
139563f0-99df-44c9-9da3-e949fb9ad37d,positive
1573b4e4-c3f2-4fcd-8c8f-7266ced4367d,negative
23951d1c-01fc-4f2d-ae32-3df3581539df,positive
2ef2e6a0-b617-49c6-911c-a8ca7b4dde91,negative
fdee8e95-c80f-4d93-b9e5-49cd8aa55fbc,positive
d6ce0f14-6d30-485a-b933-8bb33664e029,negative
8ee1afed-90cd-48db-aa83-445fc5ca68b1,positive
3286af71-8971-4d38-8b48-a94f6b5fed8a,positive
cbe7fb65-05c1-475e-91f3-8b36b231ea25,positive
9d301fdb-2ada-42cf-b0a6-a9d2ad49140b,negative
68839d3d-fb67-45ad-a712-d40c3053f813,positive
bd70f70e-9f73-4322-af5e-1131444e82c5,neutral
a012b0a7-06c8-416d-ac9c-1cfad41e0de7,negative
48fd534c-8cc4-468b-843e-bf0125c9fbe4,positive
ef096f52-2484-4a0e-90a7-a9d6719c41a8,negative
93d1daba-c2e8-4c9d-8153-d0aac158067c,neutral
7bb2024d-c5ba-4ee4-bff3-8064ef9019b6,negative
72f08081-4612-4b70-b246-db285c47ca31,positive
83548bb3-fa94-4d7c-ad86-b3dddada69b1,negative
428dddbe-f323-4b0c-9a06-b57873388189,neutral
ad01d3a2-395d-4ccc-a8cb-c845f27a5559,negative
f113fb02-8868-422d-9801-85c9fd78da39,positive
c7b8178a-c260-4e64-a669-bfe5d542ab94,negative
3f3fdc28-4efd-4e81-a72c-89cc77249f56,positive
c55a3df0-3cf8-4d2a-b365-13103957243d,neutral
bba05666-ee5e-44af-bbcb-5c98f9da9708,negative
d2aee274-4922-4cb9-b5ce-951caa0a76dc,positive
95a759b4-2cbb-446d-9fbd-862f4a8d757f,negative
80307061-2ae9-4c64-bb1c-7acac94fa7cf,positive
aa01273c-a9aa-4b71-927d-c82af55c3380,negative
fbce4fff-1a93-4fef-8b30-000dc1c16125,positive
27bfd128-f2fc-4866-b50a-068ca55bbebb,positive
80584e3c-8f61-424b-ab99-d8ea0c3849af,positive
70a45b3e-b377-486b-8b56-ff2428169b63,positive
34657917-9ce9-4f61-be93-7ee768f303b6,negative
28ded088-093a-4ed3-aa0d-54634d15a5d4,positive
7a2db252-b834-4493-aaa6-1df072da160e,neutral
fbc64a7b-a329-49ea-a094-5457ca8cf6fd,positive
ce35b1d8-8b55-4185-9b68-59a7855a5086,negative
9389a7d2-881d-4ed6-b04b-cdcd09d864ec,positive
c0ac14cb-7d66-407d-ab52-a2798b1cd011,positive
bd935cc8-5198-4953-90af-9a7029c68176,positive
6ec28ee1-392e-4a4f-9ff5-af1bebab342d,positive
ce6146ff-133a-44da-aca8-e991f3e71ae8,neutral
d685f33a-cf01-4448-b96f-bd093a9958fd,negative
d2d51348-a1c9-4e18-9e1a-1d7757ced959,neutral
55500aba-5605-4b00-8c49-a9df063b44db,negative
bb7bdffc-23d0-4379-819b-6d28d4bcd3f9,positive
db6bb4fa-0e14-4f29-a7c7-6104923e4397,positive
acfb45b5-b4be-4251-8d3b-6a27bd7e9249,neutral
5f1f5a48-776a-48cb-b095-454920682572,negative
ee5b32a7-e73c-41c1-93ff-157dd5eb6f7e,neutral
6a879a77-fe4b-4210-a12f-177dd6094fe1,negative
433bab52-2897-41a9-8e29-dd7a7a587097,positive
64afb249-1ef5-4276-b122-1d753f5cc56c,positive
6b8a281f-d808-40ad-8bcc-e90b6a48050c,neutral
a9e45ff4-9e7d-4520-b439-f5b48cc6f394,positive
87b21326-2231-46a5-87bc-15109a93ccff,negative
b309aaee-863c-4ef0-895b-9eaceacfe2a9,neutral
44673adf-31f8-46ec-b9cb-8681caf6945c,positive
9f70282e-1928-48f0-9e94-42e8d8f2952d,positive
493c2a3f-5e70-4bb9-9707-76762ba566a9,positive
f3bdf61d-0c18-4a34-8676-25010bf5b68d,negative
5fcc5ee7-6adc-40de-8458-f6b382005907,positive
022bc10b-d43c-4bd3-b947-6a80dea866b0,positive
06953cd9-ed25-4eee-ab09-0866638cbcab,positive
0930d0f7-9df3-42e8-b736-2ca563420042,neutral
0a54b926-d2e5-4508-96e1-dfd325b7bf75,negative
0bfb19e9-3f7f-448f-a591-35464052f2d2,neutral
04923979-a24e-45ea-ac8a-24a0610d4484,positive
0737f683-d232-4c12-a608-c152b7593349,positive
0b91a0f0-d5f3-46f2-9954-939c8b42b8af,positive
0c6745f2-c73e-46bd-86c4-bbadb290fa45,positive
0fde39a3-e95f-47c8-b18c-891fcd2c3c73,positive
104f1986-99ee-45fc-aa92-23e3df6633ee,negative
11ae52c6-4f12-4f30-8a7b-22256afcf906,positive
125d959d-4d39-49c0-8065-0295c88cfd17,positive
20f270c5-4e06-45c1-b91d-40cc8d310b4d,neutral
21a73529-5343-4ae5-ae77-0149ccbefdbd,positive
22d4f56a-340f-48df-a63c-dc28311bacd7,positive
249603e9-c533-4317-8010-a2c008f6a45f,positive
2b654619-2e52-405e-b136-1549a1296597,positive
2e6dc72a-577f-40a0-9ce5-11d6cbf95c76,positive
2f436875-c51d-435f-88ed-d1389e56270b,positive
2f84123c-7e30-4d8b-85fe-eef26cc109d9,positive
326699ac-cedf-41c0-bca2-ede40de8564a,positive
33e7f6f8-a04e-4a3d-a99f-2eed25e78fd4,negative
35e1846a-502c-4b13-95a3-7293e24db1b0,negative
3a1b6f69-0e36-4e90-a1ea-7213507109bb,neutral
3ad55b76-8c68-4d14-8372-f9724305f774,positive
3bc257fc-d73a-4d6c-b0ae-5efa8da73a58,negative
4087d490-4f4d-4e97-9e7d-ed6991d2b9a2,positive
451c741f-11ca-4301-b7ec-1babbed24d74,positive
4a910c97-ff7e-4922-aca2-913828e4820e,negative
4b0d0427-c4c6-43cf-a993-597f6f688a5e,positive
4bb82367-55a2-403b-b22a-0cd628fa87e6,neutral
0d943a4b-f3b5-474e-a2d2-9c51c3bde20c,positive
10228223-2ac8-46eb-871d-6e875d31fd16,negative
13febc01-8cda-45ad-9670-6c5a1fb9cc23,positive
17572c4b-1cb4-4fa9-9609-5df929f4479f,positive
188f12e7-236a-4c12-98d6-7933f7c53553,positive
1a927405-a34a-40fb-adfe-16978e0504e1,positive
2068ec82-9e30-4509-b1ea-9d2070e886f5,negative
a32d90ce-fc66-476d-ac94-f4c58220643f,positive
d8e6e48a-ab50-4219-bd95-71c80315f1c8,negative
677a5a01-2f35-4de5-87a1-6f0a296e056c,negative
2f74f3fe-fc71-4eaf-8d9f-f4b85bfd9829,positive
4e2e3970-c084-4c14-8f4c-e1a5e616e283,negative
d5fb0de0-055c-4331-8042-fdb65ca025b5,positive
5666f023-d37d-4a39-8984-0820a895fdd5,negative
caf2416e-4e39-4a94-983f-4b53f7344b2d,positive
8ca12037-8afb-4a16-8088-e89879634c2b,positive
d08391df-086c-4e44-835f-cca89252fb86,positive
296517bc-37f2-4e5c-9f3f-4760608c7cc7,negative
c8fa57de-a6a1-40f0-a25f-a05827c3a655,positive
28526a7c-a033-4620-85dd-48a477766469,negative
74444e0a-00cb-4f49-804b-bdcc4be56861,positive
bab551b3-ab47-41c2-8afd-61a97156cb7c,negative
9a3d82e1-3f85-4e61-a3a6-b80c3029a491,positive
51afbfd1-b6c6-4666-985e-2f9ba7f6b549,negative
da4dce44-7411-4fca-a45d-8e8c82ce8e19,positive
c75ca3c7-a0c6-4481-96a2-8849c5f7cd2d,positive
8db6d546-8a4b-450e-9521-4ad290b5786d,positive
bada2e3b-5fc5-48b1-8229-9e60cf9e8a9d,negative
57608428-3c67-4906-bb4a-5ca4e0a717a8,negative
b64741cb-b7ff-45dc-aa80-5a0b552694f9,positive
b4997c07-ff38-4668-bb64-3e08116551de,positive
752a4745-9e18-42ef-b0ef-c8887fb7f482,negative
d98f54cc-420b-4fc0-84c8-fb9b9a0cc0ff,negative
5a9cd70e-0918-401e-95fc-1d4bdebab871,positive
823aa17c-e76a-42d9-93af-a0b6963dea3e,positive
4fc97794-6c2a-457c-b625-819e83aa8b52,negative
8c31423b-8efc-4c3e-b57d-5729a138ae72,negative
ae64701a-9ecd-4bf3-a8ae-a9c7af7b0267,positive
4ee01163-1105-43fc-b30a-27c56deed786,positive
96c7f893-1034-4bfa-a950-6ff0fc5d67e0,positive
5f631ff6-28e9-41db-b7d5-0378704871d7,neutral
7cc93856-0832-4a30-8c57-24e93423e6b3,neutral
82921f4f-57db-4b20-80a6-ed89ab7895dc,positive
d3e388ce-b681-4d82-b827-0719d2db2ebf,positive
3d170bb1-39ae-4e61-8ac0-ac8ff16e0b54,negative
61911fa6-cb61-4e11-b1c5-a7289adac21e,positive
769214e6-92f5-40ee-ad37-f1dd315f7e06,positive
5775b0cb-9f2e-4430-b107-2cb5da2e9537,negative
461d3d16-90dd-4fb4-b4c5-15a8467f26f6,positive
93aee61d-12d4-489a-bcb7-0515d9ba8b32,negative
f20ed105-916a-4602-9796-257abad48d60,positive
ef4eed35-e850-4589-93c8-f6d9b5b730a6,negative
7cb0882e-36ee-48f6-865f-230746880a6f,positive
71ebda11-5253-4d22-b226-e076c0a94527,neutral
d593d3b4-0e99-42d5-9e19-8674aaa6a1d3,negative
9db1cd9d-0ed6-4ddb-b5d3-b1b2085f2e8c,positive
433c92a3-45b0-4fbe-b4f0-903fda975b1e,positive
ad642010-ede3-4697-9141-8583dd4cdfa0,negative
4f9e747a-c855-4d34-93e3-afad5b7fd651,negative
899d6e36-3cd2-4032-aa28-6cd366a437ae,positive
aa6d5f93-19a1-4dfd-9c44-0abc15e40ab5,neutral
c32bfd01-451f-4480-bf8d-13464a9b6133,negative
7c5ee2c9-30d2-4583-98e8-a0dde420c7b9,negative
432baa4b-7b98-4940-9462-a6f8c5423c2a,positive
b345ede2-b474-4f23-9fc1-ac4374058585,positive
a6f5b7f8-3cd6-4d2e-9fbb-4106ac460c7b,positive
be184c57-d193-45a8-af9f-6f1694b9f430,positive
de4ebc64-fe85-4867-8f5e-3ab9123bfb63,positive
0903a070-ca44-4384-8e46-57aedc1012cb,positive
0939168b-d024-4bb2-941f-95173743b7be,negative
0ce0a2f6-87ac-408d-9bf2-7433dac95449,positive
0dad93f3-c1db-4055-a2bc-6c6be6217b06,negative
13478134-b19e-4a55-86d7-5a48676bff49,positive
13ee9981-280a-42ff-b11e-311e3ef93f80,positive
08d532c5-68cd-45b5-b209-a02d17bd3425,positive
0b577677-918b-4d85-ab60-7ae1e5c55433,negative
0b600660-365c-4424-8148-24e37da174ae,positive
0e883fe5-625d-4edf-ac48-13a77b55fdc6,positive
0fb25cf1-7f81-4e4d-b00f-5a971162aa2d,positive
12ea2cf1-b5c1-4f07-9ee7-bf5a6760c402,neutral
17be1f47-da3e-45a9-91ac-76267fb6b28f,negative
1acb6a32-85a9-40f4-ac2c-46023a5598a6,negative
1b4403b4-ff41-4222-a399-04fcce6b33b1,positive
1c13ba7a-7c65-457f-b02e-840ff2c8eaa3,positive
1c88840b-c8ef-4bc6-8ca5-cd73d3349972,positive
24a2f2aa-4422-453a-b65e-b9eebcbf7b68,positive
26f3a052-5727-47bc-9935-e4ac5a0150b3,negative
29d42037-a9d5-4b19-aa39-960048e9030c,positive
2c3f6e6d-a229-49e8-9260-050a41aa475f,negative
2d077119-6836-465b-a61d-411358347021,negative
342708b3-6750-4238-b673-4975985e18de,negative
352e8e0d-1aef-4563-b968-a487784d9efa,negative
37f4babd-ba24-4145-885c-9e3219526f02,positive
3cb26ed8-6aad-42df-a02f-c87f1428db07,positive
40a64411-a528-41eb-b3a8-f80d97b4e5fc,negative
418a47a4-c874-4a8f-aca8-210c423d4c02,positive
421a8daf-5e91-4167-a6a2-19c98e4add24,positive
42721344-ec1a-4c04-971d-577ee4fd7c41,positive
45c3c2e3-e7e6-4af8-aaea-5ea60cd211bc,positive
45e886ec-2ad4-4321-ae72-fd1752f576d4,positive
4bce1cdb-9351-4ca0-bf11-fe1a5af2b218,positive
5181cc18-9b44-4955-8e80-6135dda57c9f,positive
1a9efcb6-b186-4978-8bee-dd65f5511bd3,positive
24ff5fe7-32a0-4d8b-914a-8a6c9654b4e1,positive
2511e9e0-e06e-46a2-be91-249cced27efb,positive
275050d8-a0d7-422c-aa55-4c26b2da6df1,positive
d5843bde-7f98-4b98-bb35-3540ee540787,negative
76ed4fbf-7c75-41e4-8384-56de1bb23ff6,negative
851b269a-a0f5-4c69-891d-29103b568b9d,negative
432b0bf8-7c94-4d1c-a555-87431883ddfb,negative
6ee294f2-b67b-4bde-9943-46a88371e737,positive
d44f44af-8f49-4897-9802-cfe7616f631b,neutral
6e7c3fe4-db2a-4316-95bb-bd1dcff48f1a,positive
2f7d2811-a7ec-4077-b9e1-75e6e14bc5b6,positive
6219d56c-0343-4661-9a9d-025836c80a84,positive
e219acd3-2a5c-4dd1-8996-26bc819fce14,positive
f5df84a2-1707-4742-ade0-44868d854cd8,negative
78bd35eb-ca45-4d3b-b778-8d4dcc99f3d8,negative
da027c0f-37cf-4abb-9e64-00a09fcd6f7e,negative
9750b3c2-70f8-4e27-9db0-7ea3fec61b27,positive
2f72dc69-4fb5-4a8b-b37e-887b646fc9be,positive
e6f66cbe-51aa-4f61-8653-745d1eb198c1,negative
afa301df-38f6-4434-a2f0-d2495db175be,negative
486ff375-8f6a-4ce0-9fc6-ded0ec2d28e1,negative
83bcb368-56e8-42a7-859b-c33a9b5a25a0,negative
b92c46e5-cc82-4601-afd2-d1f50013f856,negative
b62b6741-f88f-4032-a185-de3255c5f05b,positive
825d7218-7bc5-4498-974a-8bc42d52925d,neutral
f4ee5f3a-c387-4e65-9cbe-548db9e13972,negative
9d790c62-5356-482e-991e-4d87b4063f1c,positive
d6123b85-826a-4369-8699-d340a3a6abad,positive
57d76938-a4d3-488c-ade2-b06e5d8c8c3f,positive
6c5c5f87-8fc0-486b-9d17-0ce76d23a722,neutral
f3be6c02-a2b7-4687-9f18-7dfc04014de1,negative
d80a2f83-c8e3-4d13-a816-c9b160c8df6b,positive
d1653c76-50c8-4d47-9542-3d319ce55b1a,positive
9980483d-fc75-46af-abf4-1e70522f0df5,positive
f380dc79-b2ea-4c22-bd2a-70cfcc1af8ee,positive
362a8047-a069-4c18-8038-4088a79416ac,negative
90a83913-5766-4046-97a3-937ccc037a52,positive
de93b434-159e-4b82-9af1-3a4648f626d6,negative
acbb4e94-6e57-46e6-8a4a-f2087180425e,positive
eed3da4f-9297-4827-aa64-62464d00a257,neutral
4dda2c83-f65e-4494-b1fe-a44364860118,positive
2cff3343-6481-4574-9ea8-de8d30bc5255,positive
d5b5301a-9f26-48a2-92bd-600cee88c493,positive
c643fd89-3f9e-4379-95f8-774268a58a68,positive
661d6844-d7fb-4b11-9b8d-2b6b381f1d84,positive
3f059543-4c4e-4b5b-8213-c7673e076108,positive
ae43114b-5c8f-4c28-9516-0c023ef062cd,neutral
29ca7b01-327f-4fa1-93e3-e2eb150fadce,positive
fbbfe983-7744-4ff6-a060-3c25b4d4fdc6,positive
578f7580-8474-4173-9464-3286910962a5,positive
7807d86e-c016-4535-bfe5-6ad3e8fd427e,neutral
772c8e5a-a680-4b7a-8936-86cb3c4934fe,positive
dc7f5104-9864-4fa0-a693-e5dae7710e09,negative
48ce178b-093a-4e9c-a15c-2454fb44d7ad,positive
dfbeccf1-80c1-48ae-a42f-1e6ef98c9451,positive
b8a356fa-50a0-4038-bc24-9035ee2ccde0,negative
86449c9d-70f3-4d38-a1a4-6673e3074294,positive
5d3c620d-02bb-4879-95d6-fb58f1972ac4,neutral
36c75ec3-7688-44d4-aa2e-8bf6e863405b,negative
ca1675a6-e89b-41ac-baf7-ae67f1936b7d,positive
514675d5-8952-49a1-b153-069f926a8bf8,positive
8a646157-ac00-40d0-90e3-efce55a64a03,positive
ed150611-f886-4158-aa1b-e45989fe2b7b,positive
e3f788c7-2b3a-403d-b408-bd92ca4f4ac0,negative
774fbe0d-008f-411d-a34f-8c0b4681d619,positive
00b3553c-8aeb-4df7-8fd4-9e5aa3b9a0a6,positive
01fa2ec0-47ba-419c-9d59-5875610e6995,neutral
047d2b23-61a1-4060-aba4-9944d835118a,positive
04cfcf89-2619-40bd-af35-608199b7758e,positive
070cf2fa-d32c-443d-887d-834ced01eb9f,negative
0b28b408-1074-43d0-8332-3b7561a14e09,negative
0e7ce8fc-9fa5-4455-83cb-4b7b27b53e8f,positive
0f5ea029-c8fd-4935-93b0-73f85f55fc6c,positive
10610447-cb09-4032-a258-dd44009d31dd,positive
1077d1a1-bd9f-4761-98bd-53c6df8c8cf4,negative
128b1440-2b9d-437d-8b5c-c32449c83f22,positive
133ff951-b65f-4973-95ff-ac8e23d5380f,positive
16f5673f-b8d3-4aa2-8951-320dc4e47431,positive
1b02808d-36fb-4787-86b2-0ac534bb434f,positive
1b50fb7e-94a4-4009-9426-6b6ffb410889,positive
1b88bc94-9d1d-4320-9d44-b20b31d1d81f,neutral
1eda0a59-b603-47ab-bf7b-880b81bf66f8,positive
2014b5b0-c352-4943-9d42-f661b4c2428c,positive
20fb2746-eb2c-4716-a392-8c3c805be9ce,positive
26d11303-dbe6-4ba9-85a7-75bf65275d12,positive
2bac8081-d4eb-4393-ade4-abf0804b1f19,positive
2c36d5d2-1626-4cfc-b1d0-1c1a60020617,positive
369e3780-37d7-4444-8085-23d9f20ca1aa,positive
3b1b7dca-a6ec-4a94-bb3f-a4dc8b8cdf61,positive
3b25139f-ffa3-4f8b-a142-39c7b479c87e,negative
3ddad813-8014-427c-8430-3f945a8a2a67,positive
42af4d6c-8e5b-4aea-9a74-a3509cba5cd5,positive
45228633-2475-4863-ad4c-e3b6573bb4e5,positive
492829dd-4bfc-4ea0-a801-117e19ae90dc,positive
4c3115e4-73a0-4c51-8eef-6cc1d5aa2698,positive
4c7ecc00-7935-469d-a147-74170be2c32c,negative
4dfb98a3-7770-43cc-ad72-4e20ebb7f523,positive
500f8694-17cb-48ba-b632-af2c488c4c72,neutral
51ed6b88-1507-418b-87c6-c337fac4bd22,positive
52909c9f-48f5-4251-a3b0-d116edc04c1f,negative
0c7b0f37-8d6c-46db-aafb-7d5bcb68523b,positive
0dbebb4e-4beb-4393-aeba-c45366c225dd,negative
0ebab008-2d59-4ce3-8898-4357d3c6502f,positive
11e8ca38-6662-461f-a7fd-01f7580695ec,neutral
12c2ec78-7b9c-4f22-9686-2ba3c16a2db3,positive
15fa67ea-b480-4cea-a504-da43893f22d9,positive
18f69126-d7c3-4670-a3e3-d9335765f154,positive
1deea335-7d79-4cbd-b1c0-38546e1f2e86,positive
20bb354e-cf74-48ba-8d1a-fa039a9a58ed,negative
21b9bdde-ddaf-4c2d-abfe-62cd4f29039d,positive
251a799f-0ad0-4246-b48a-5f13c6952aed,positive
25a5597e-7502-49f0-b851-d379698866fc,positive
7811ce4a-41c0-4b50-8ba8-411d777baa36,positive
a3146506-e233-44b3-9988-40a1f27af597,positive
38952209-5f63-49f3-b59e-b1b70da110d3,positive
e9d9cb36-9b78-4a4a-827d-b481cbbabbe9,positive
b58fd97c-2b93-4110-acc9-7a385301c9ef,negative
8010001d-e175-4e8b-ac00-8db5f09076e2,positive
4815f0fc-ede5-4b72-9abe-67c40289b64f,negative
c23478ee-3991-4bc0-9b3b-e119d1e67a35,negative
f3cab290-4489-4d20-81ff-7e243bd1e203,positive
fa1171f0-31e9-4fd4-91d4-371cba60e5fe,negative
4297a134-3c22-47b2-9aa4-0af191dda9b5,negative
deda483e-a096-4299-acdf-7bf42dae4652,positive
94c8583b-87c0-4cb7-b755-c544b715211b,positive
9ef68610-3681-4d01-9f3b-a8d59118ad0f,negative
6d11026a-d7f0-4e20-af64-86d11798b946,negative
51539bfc-4594-4a35-91a6-0934fec7cc79,positive
cea1db43-6936-4871-ba0e-4287c25eba17,negative
6de63b94-deb5-4f96-bed0-0f8f016908a6,positive
57ff299e-d017-4c04-9dc4-37027120a65d,positive
5c0752db-774a-4f52-a873-5d21ed19aa09,negative
8d490dff-f574-46dc-b224-a63bf82aee53,negative
cbf15c74-9a72-466b-bbd8-301fd74dbf88,neutral
530a0ceb-5b18-4632-a173-11498f2c284c,negative
360996b0-51ff-41e7-a121-12df1ba788da,positive
